track_id,label,frame_index,timestamp_sec,peak_speed_kmh,speed_limit_kmh,snapshot_path,violation_type
2,motor,4,0.167,9.3,8.0,C:\Users\Yenka\Desktop\Prime Time\RoadSense\Road-User-Intelligence-System\data\violations\DJI_0523_720p\violation_track2_motor_9kmh.jpg,failure_to_yield
3,motor,49,2.044,9.2,8.0,C:\Users\Yenka\Desktop\Prime Time\RoadSense\Road-User-Intelligence-System\data\violations\DJI_0523_720p\violation_track3_motor_9kmh.jpg,failure_to_yield
